Name,Surname,Function,Company,Vehicle,Weight,Height,Postal_code
Leticia,Azevedo,Product development manager,White Coffee Pot,2014 Cadillac CTS-V Coupe,71.2,163,
Emilly,Santos,Product promoter,One-Up Realty,2001 GMC Sierra,83.3,160,31.580-060
Isabelle,Alves,Production assistant,The Record Shops at TSS,1994 Mahindra Armada,58.6,175,
Leonor,Araujo,Production cost estimator,Dick Fischers,2007 Lexus LS,48.2,154,
Kauan,Lima,Production cost estimator,Pro Star Garden Management,1998 Tatra T700,72.8,173,
Marisa,Gomes,Production cost estimator,Simply Appraisals,2008 Toyota Prius,76.8,171,
Gustavo,Cavalcanti,Production machinist,Pleasures and Pasttimes,2009 Hyundai Genesis Coupe,78.5,190,
Gabrielle,Barbosa,"Production, planning, and expediting clerk",Thom McAn Store,2003 BMW 730,102,169,
Paulo,Gomes,Professional property manager,Record World,2004 GMC Yukon,76.5,187,
Rebeca,Santos,Professional property manager,Wheels Discount Auto,1993 Mercury Grand Marquis,87.4,173,
Leila,Souza,Professional scout,Nutri G,2001 Lexus SC,95.9,163,
Kauan,Almeida,Professional scout,Solid Future,2004 Saturn L,97,170,
Marisa,Rocha,Professional sports scout,Whitlocks Auto Supply,2009 Fiat Stilo,45.7,169,
Daniel,Santos,Professor,Channel Home Centers,2006 Mazda 2,83.5,172,
Brenda,Ferreira,Professor,Official All Star Cafe,2006 Kia Amanti,65.9,155,
Marisa,Azevedo,Programmer,Magna Solution,2010 SsangYong Musso,56.6,161,
Tania,Costa,Programmer,Maloley's Finer Foods,2007 Daihatsu YRV,68.5,152,
Diego,Rodrigues,Project control specialist,Bettendorf's,2008 Renault Trafic,113.9,167,
Leonardo,Ribeiro,Project control specialist,Strawberries,1999 Plymouth Neon,101.1,183,
Leticia,Castro,Project manager,Young @ Heart,2007 Daihatsu Terios,72.3,169,
Rodrigo,Alves,Promoter,Sampson's,2014 Jeep Patriot,93.5,187,
Tomas,Martins,Property custodian,Kohl's Food Stores,2012 SSC Tuatara,72.9,168,
Vitoria,Azevedo,Prosecutor,American Appliance,1996 Ferrari F333,99.8,152,
Luana,Ribeiro,Prosecutor,Forest City,2004 Mercury Grand Marquis,93.3,163,
Diogo,Gomes,Prosthetics technician,Sagebrush,2005 Rover Streetwise,96.3,178,
Kai,Pinto,Prosthetist,Multi Tech Development,2005 BMW 748,81.6,177,
Beatriz,Santos,Prosthetist,Omni Tech Solutions,2007 Peugeot 607,48.8,174,
Davi,Rodrigues,Prosthodontist,Service Merchandise,2014 Ford Explorer,77.8,169,
Caio,Gomes,Psychiatric aide,Rich and Happy,2004 Mercury Mariner,101,185,14.804-100
Bruno,Almeida,Psychiatric aide,Sure Save,2006 Jaguar XJ,94.9,179,
Alice,Dias,Psychiatric aide,Young @ Heart,1997 Mitsubishi Galant,75.8,151,
Nicolash,Silva,Psychiatric nurse,Boys Markets,2004 Peugeot 307,105.1,179,
Ana,Martins,Psychiatric nurse,Briazz,2006 Mitsubishi Space Star,81.2,165,
Luis,Martins,Psychiatric nurse,Childrens Bargain Town,2006 Lancia Musa,104.7,181,
Aline,Gomes,Psychiatric nurse,Integra Investment Service,1996 Mitsubishi Diamante,85.8,161,
Alex,Barros,Psychiatric nurse,Pender's Food Stores,2005 Smart Roadster,91.6,169,
Bruno,Carvalho,Psychiatric nursing assistant,Chargepal,2004 Honda Pilot,84.4,184,
Luis,Barbosa,Psychiatric nursing assistant,d.e.m.o.,2009 Mercedes-Benz CLK,103.8,185,
Matilde,Rocha,Psychiatric technician,Mission G,2000 Lexus GS,74.2,170,
Kaua,Costa,Psychologist,Child World,2008 Chrysler 300,104.3,169,
Evelyn,Sousa,Psychologist,Envirotecture Design,2010 Toyota Sequoia,98,164,
Vinicius,Dias,Psychologist,Gold Medal,2005 Toyota Mark II,85,169,
Kai,Pereira,Public accountant,Nelson Brothers,2009 Bentley Brooklands,99.9,184,
Marcos,Rocha,Public adjuster,Century House,2012 Fisker Karma,59.6,176,
Sophia,Correia,Public adjuster,Personal & Corporate Design,2014 Cadillac XTS,74.4,170,
Mariana,Fernandes,Public affairs specialist,Golden Dawn,2000 Honda Logo,76.8,175,
Rafaela,Sousa,Public affairs specialist,MVP Sports,1999 Volvo V70,75.3,173,
Manuela,Barros,Public defender,Home Centers,2002 Nissan Primera,53.1,168,95.200-970
Melissa,Lima,Public finance economist,Brilliant Home Designs,1997 Volkswagen Passat,91.2,164,
Tania,Alves,Public health dentist,County Market,2002 Cadillac DeVille,82.7,169,
Vinicius,Melo,Public health dentist,Total Quality,1996 Chevrolet APV,80.2,181,
Maria,Lima,Public health dietitian,Lawnscape Garden Maintenance,2000 Suzuki X90,62.1,152,
Vinicius,Rodrigues,Public health dietitian,Maurice The Pants Man,2000 BMW Z8,95.4,172,91.790-401
Laura,Rocha,Public health dietitian,MVP Sports,2012 Renault Duster,74.9,164,
Diego,Alves,Public health dietitian,Waves Music,2012 SsangYong Chairman H,111,178,
Fernanda,Goncalves,Public health social worker,First Rate Choice,2009 Honda S2000,84.4,152,
Lucas,Goncalves,Public health social worker,Mars Music,2012 SsangYong Rodius,68.4,176,
Jalia,Fernandes,Public health social worker,Musicland,2008 Renault Logan,94.1,167,
Danilo,Cavalcanti,Public housing manager,Franklin Simon,1996 Citroen C 15,103,175,
Fabio,Correia,Public housing manager,Handy Andy,1992 Rover 800,90.5,168,
Joao,Costa,Public housing manager,Intelacard,1996 Vector M12,94.1,176,
Giovanna,Ferreira,Public relations coordinator,HouseWorks!,2008 SsangYong Chairman W,67.1,166,
Guilherme,Santos,Public relations manager,Chess King,2001 Fiat Doblo,99.5,175,
Beatriz,Cardoso,Public relations manager,Childrens Bargain Town,2008 BMW X5,53.7,174,
Alice,Melo,Public relations manager,Sherman's,2007 Kia Optima,94.1,154,
Matilde,Martins,Public relations manager,Universal Design Partners,2006 Honda CR-V,65,166,31.578-600
Beatriz,Cardoso,Public relations manager,Universo Realtors,2007 Volvo S80,58.5,156,
Eduardo,Gomes,Public relations representative,Wild Oats Markets,1994 Ford Tracer,97.7,175,
Kauan,Alves,Public safety dispatcher,Monk Home Funding Services,2003 Hyundai Santa Fe,80.3,171,
Davi,Rodrigues,Public safety dispatcher,Shoe Pavilion,2003 Toyota Mark II,78.7,171,
Larissa,Sousa,Publications specialist,Scott Ties,1997 Pontiac Bonneville,82.1,174,
Diego,Gomes,Publicity agent,Dun Rite Lawn Care,1994 Toyota RAV4,73.3,165,
Gabriela,Cavalcanti,Publicity expert,Golf Augusta Pro Shops,2008 Chevrolet Uplander,58.9,150,
Yasmin,Ribeiro,Purchasing agent,Platinum Interior Design,2002 Holden UTE,52.9,166,
Julia,Oliveira,Purchasing clerk,Isaly's,2009 Peugeot 407,53.5,167,
Igor,Fernandes,Purchasing director,Boys Markets,2004 Daihatsu Copen,90.6,168,
Luis,Barros,Purchasing director,Profitpros,2011 Peugeot 508,89.5,183,
Luis,Lima,Purchasing manager,KG Menswear,2002 Lexus SC,90.1,162,
Nicolas,Cavalcanti,Qualified members of the engine department,ManPower,2003 Jeep Liberty,109.2,173,
Beatrice,Silva,Qualified members of the engine department,The Great Train Stores,2005 Toyota Vitz,83,170,
Martim,Melo,Radar controller,Frame Scene,1999 Lancia Ypsilon,58.3,182,
Rafael,Barbosa,Radar controller,Midwest TV & Appliance,1998 Plymouth Prowler,71,176,
Lara,Barbosa,Radar controller,Mode O'Day,2005 Ford Freestar,85.7,164,
Aline,Martins,Radar controller,Simple Solutions,2009 Mercedes-Benz GL,94.5,152,
Melissa,Correia,Radio and telecommunications equipment installer,Rainbow Life,2015 BMW X3,97.1,155,
Douglas,Azevedo,Radio announcer,Sherman's,2011 Toyota Yaris,82.9,188,
Marina,Sousa,Radio announcer,Total Yard Maintenance,2007 Chrysler Voyager,90.4,155,
Diego,Pinto,Radio mechanic,William Wanamaker & Sons,2002 Jaguar X400,75.6,170,
Emilly,Goncalves,Radio operator,Dun Rite Lawn Care,2005 Saturn LW,73.8,172,
Andre,Almeida,Radio operator,Evans,1997 Jeep Icon,62.7,182,
Paulo,Dias,Radio operator,Listenin' Booth,2011 Chevrolet Suburban,68.8,181,
Sophia,Goncalves,Radio operator,Netcom Business Services,1999 Nissan X-Trail,59.7,151,
Gabriela,Souza,Radio operator,Stratapro,2014 Toyota Prius c,56.3,166,
Estevan,Cunha,Radiologic nurse,Pioneer Chicken,2005 Chevrolet Express,102.8,171,
Sofia,Cunha,Radiologic technologist,FlowerTime,2006 Maserati Coupe,68.5,162,
Yasmin,Correia,Radiologist,Gamma Gas,2011 Chevrolet Aveo,50.8,164,
Beatrice,Souza,Radiologist,Scott Ties,2012 Kia Sedona,86.1,166,
Gustavo,Cardoso,Radiologist,Scott Ties,2002 Isuzu VehiCross,103,173,
Otavio,Rodrigues,Radiologist,Total Quality,2005 Nissan Almera,62.5,184,
Kauan,Barbosa,Rail transportation occupation,Johnson's General Stores,2006 Aston Martin V8 Vantage,109.4,183,
Lara,Barbosa,Rail yard engineer,Lone Wolf Wealth Planning,2014 BMW M5,105.2,169,
Tiago,Cunha,Railroad brake operator,Future Bright,2009 Citroen C-Crosser,98,166,
Caio,Castro,Railroad brake operator,The Record Shops at TSS,2007 Maybach 57,72,168,
Jose,Cavalcanti,Railroad brake operator,Wag's,1993 Rover 200,65.9,165,
Ryan,Pereira,"Railroad brake, signal, and switch operator",Magna Wealth,2002 SsangYong Chairman H,109.2,168,
Leonor,Rodrigues,Railroad engineer,Merrymaking,2011 Cadillac DTS,100,161,
Carolina,Ribeiro,Railroad signal operator,Future Bright,1996 Ginetta G40,91,162,
Caua,Almeida,Railroad signal operator,Gamma Realty,1997 Renault Twingo,82.3,187,
Agatha,Souza,Railroad signal operator,Mikrotechnic,2012 Koenigsegg Agera,52.2,165,
Clara,Silva,Railroad switch operator,Omni Architectural Designs,2008 Skoda Octavia,102.4,159,25.930-790
Tomas,Silva,Rancher,Environ Architectural Design,2009 Tesla Roadster,70.8,174,30.662-090
Alice,Silva,Range scientist,Block Distributors,1999 Mahindra Bolero,57.9,163,
Diego,Pinto,Ratings analyst,Intelli Wealth Group,2003 Skoda Fabia,69.2,180,
Isabella,Martins,Reactor operator,Big Wheel,2005 Honda Avancier,102.2,165,
Douglas,Melo,Real estate asset manager,Formula Grey,2008 Geely CK,107.7,185,30.642-400
Julian,Costa,Real estate asset manager,Hoyden,2008 Holden Barina,96.6,163,
Julian,Sousa,Real estate broker,Ideal Garden Maintenance,1996 Volkswagen Golf,83,175,
Sarah,Rocha,Real estate broker,Matrix Interior Design,2008 Fiat Doblo,61.3,166,
Tomas,Martins,Real estate closer,The Royal Canadian Pancake Houses,2000 Alpina B 12,87.5,165,
Giovana,Rocha,Real estate manager,The Flying Hippo ,2002 Mazda Demio,75.2,170,
Gabrielly,Cardoso,Real property appraiser,Market Basket,1995 Citroen Rally Raid,82.4,168,
Laura,Gomes,Real property appraiser,Patterson-Fletcher,2014 Mitsubishi Lancer Sportback,58.2,162,31.250-540
Diogo,Martins,Real property assessor,Coon Chicken Inn,2009 Saturn Outlook,90.6,165,
Bruna,Pinto,Real-time captioner,Eagle Food Centers,2010 Daihatsu Terios,74.9,158,
Alex,Silva,Receptionist,Clemens Markets,2008 Ascari KZ1,85.1,171,
Luana,Oliveira,Receptionist,Martin's,2015 Kia Cadenza,102.5,158,
Luis,Sousa,Receptionist,Monk Home Funding Services,2005 Vauxhall Corsa,70.4,175,
Giovana,Oliveira,Receptionist,Office Warehouse,2010 SSC Ultimate Aero,63.9,168,
Rafael,Azevedo,Receptionist,Steve & Barry's,1998 Ford Explorer,107.6,175,
Sofia,Silva,Recreation and parks director,Master Builder Design Services,2012 Alfa Romeo MiTo,88.4,158,
Paulo,Melo,Recreation worker,Rose Records,2000 Westfield ZEI,73.6,164,
Leticia,Dias,Recreational therapist,Gamble-Skogmo,2000 Chrysler ESX 3,64.5,172,
Evelyn,Rodrigues,Recreational vehicle service technician,AJ Bayless,1996 Mazda RX-7,84.5,171,
Isabela,Fernandes,Recreational vehicle service technician,Royal Gas,1998 AC Cobra,59.3,162,
Sofia,Cardoso,Recruiter,Asian Fusion,1993 Ford Explorer,104.5,171,
Miguel,Fernandes,Recruiter,Dubrow's Cafeteria,2014 BMW X6 M,93.7,185,
Pedro,Cavalcanti,Recruiting manager,Monk House Maker,2009 Lexus LS,80.9,165,
Luiz,Azevedo,Recruitment manager,Brooks Fashions,2001 Citroen C,78.5,186,
Lavinia,Carvalho,Referee,Huyler's,2011 Honda Legend,67.3,156,
Vitoria,Almeida,Referee,Jewel Mart,1999 AC Aceca,60.3,155,
Matheus,Ferreira,Refractory mason,O.K. Fairbanks,2004 Daewoo Matiz,73.8,166,92.200-620
Eduarda,Oliveira,Refractory mason,Stratapro,1999 Ford Ranger,65.1,166,
Caio,Martins,Refractory materials repairer,Muirhead's,2005 Zastava 103,115.2,172,
Laura,Alves,Refrigeration mechanic,Builders Square,2014 Chevrolet Silverado 3500HD,92.3,155,30.620-230
Emilly,Goncalves,Refrigeration mechanic,Frank and Seder,2004 Lincoln Continental,91,159,
Tania,Silva,Refrigeration mechanic,Security Sporting Goods,2014 Toyota Sequoia,61.3,166,
Matheus,Gomes,Refuge manager,Present Company,1997 Acura NSX,84.8,167,
Larissa,Alves,Regional planner,White Coffee Pot,2008 BMW X6,52.6,157,
Melissa,Rocha,Registered dietitian,Carl Durfees,2012 Fiat Croma,83.2,167,
Victor,Fernandes,Registered nurse,The Goose and Duck,2000 Toyota Caserta,76.3,165,
Sophia,Ribeiro,Registered nurse anesthetist,Landskip Yard Care,1993 Suzuki Swift,91,173,
Pedro,Costa,Registered representative,Integra Wealth,2015 Chevrolet Spark,87.2,169,
Bianca,Almeida,Registered representative,Music Plus,2014 Ford F-250 Super Duty,93.6,157,
Bruna,Cardoso,Registered representative,Rex Audio Video Appliance,2001 Spyker C8,90.1,156,
Daniel,Dias,Registered respiratory therapist,Gottschalks,2010 Land Rover Range Rover Sport,90.5,168,
Thiago,Melo,Registrar,Auto Palace,1993 Volkswagen Quantum,69,168,
Thiago,Pinto,Registrar,Elek-Tek,2008 Land Rover Defender,105.5,185,
Vitoria,Cavalcanti,Rehabilitation counselor,Paul's Food Mart,2002 Mercedes-Benz CLK GTR,69.9,171,
Gabriela,Martins,Reinforcing iron and rebar worker,Pro Garden Management,1997 Honda Prelude,69,151,
Alice,Araujo,Relay technician,Foot Quarters,2006 Infiniti G35,96.7,154,
Davi,Goncalves,Relay technician,Sound Warehouse,2005 Lamborghini Concept S,96.7,189,
Igor,Correia,Relay technician,Your Choices,2005 Volkswagen Bora,96.9,187,
Estevan,Silva,Religious activities and education director,Enrich Garden Services,2002 Lotec C 1000,63.9,164,
Leila,Araujo,Remedial education teacher,Baltimore Markets,2010 Hyundai i10,92,171,
Luan,Oliveira,Remedial education teacher,Flexus,1993 Plymouth Prowler,72.8,179,
Rafael,Melo,Remedial education teacher,Fradkin Brothers Furniture,2001 Caterham Beaulieu,68.5,174,
Gabriela,Fernandes,Remote sensing specialist,Dreamscape Garden Care,1996 Ginetta G40,66.3,170,
Julia,Cavalcanti,Re-recording mixer,A.J. August Fashion Wear,2012 Ford Crown Victoria,74.5,156,
Amanda,Almeida,Research chef,Oshman's,1999 Pontiac Bonneville,88.2,175,
Murilo,Costa,Research dietitian,Robinson Furniture,2010 Alpina B5,72.8,165,
Gabriela,Barros,Research dietitian,The Serendipity Dip,2010 Lexus SC,67,162,
Camila,Ribeiro,Reservation and transportation ticket agent,Piccolo Mondo,2007 Hyundai Atos,55.8,169,
Thiago,Cunha,Residence leasing agent,Eden Lawn Service,1993 Plymouth Neon,101.9,165,
Raissa,Dias,Residence leasing agent,GEX,2001 Nissan Almera,64.6,157,
Daniel,Barbosa,Residence leasing agent,Just For Fun,2009 Jaguar XK,87.6,175,
Andre,Costa,Residential advisor,Micro Design,1992 Nissan Sunny,111.5,185,
Isabella,Barbosa,Residential advisor,Solution Bridge,2008 Maserati Quattroporte,60.8,162,
Gabriela,Cunha,Residential electrician,Coffey's Market,2005 Buick Park Avenue,87.4,161,
Vitor,Azevedo,Respiratory nurse,Borders Books,1993 Honda Legend,91,188,
Bruna,Dias,Respiratory nurse,Camelot Music,2003 Seat Altea,88.4,159,
Antonio,Martins,Respiratory therapist,Huffman and Boyle,2002 Lada Niva,110.4,167,
Paulo,Santos,Respiratory therapy technician,Evans,2001 Honda Life,92.4,182,
Lara,Correia,Respiratory therapy technician,Infinity Investment Plan,2015 Mercedes-Benz M-Class,64.8,153,
Leonor,Barbosa,Retail buyer,Henry's,1992 Chevrolet Astro,84.1,174,
Leonor,Ferreira,Retail buyer,Rainbow Bay Crafts,2011 Toyota Aygo,56.6,154,
Tiago,Fernandes,Retail manager,Mars Music,2007 Jeep Wrangler,84.9,180,
Ana,Araujo,Retail salesperson,Food Mart,2010 Holden Commodore,76.5,161,
Bianca,Silva,Retail salesperson,Laneco,2010 BMW M3,94.2,173,
Miguel,Rocha,Retail salesperson,Network Air,2010 Audi R8,69.4,187,
Fernanda,Costa,Revenue agent,Planet Pizza,2003 Kia Shuma,84.1,152,
Manuela,Gomes,Revenue agent,Star Assistance,2005 Scion xB,102.6,156,
Sarah,Pereira,Revenue officer,Better Business Ideas and Services,2006 Lexus ES,99.5,172,
Evelyn,Barbosa,Revenue officer,Matrix Architectural Service,2006 Jaguar XJ8,59.3,174,
Fabio,Cavalcanti,Rigging chaser,Future Bright,2010 Volkswagen Touran,78.4,174,
Nicolas,Cardoso,Rigging slinger,Penn Fruit,2010 Kia Carnival,74.6,181,
Tiago,Goncalves,Rodbuster,Body Toning,1997 Jaguar XK8,101.3,176,
Bianca,Ribeiro,Rodbuster,Jeans Unlimited,1999 Pontiac Firebird,77.3,154,
Tomas,Cardoso,Rodbuster,LaBelle's,1995 Honda Today,83.1,168,
Sofia,Sousa,Rolling machine operator,Foxmoor,2007 Lexus RX,69.2,152,
Luis,Cunha,Rolling machine operator,Red Bears Tavern,2005 Proton Arena,87.9,181,
Bianca,Carvalho,Rolling machine operator,Sofa Express,2006 Opel Agila,56.8,161,
Enzo,Carvalho,Rolling machine setter,Gamma Gas,2008 Chrysler Pacifica,116.2,179,
Vinicius,Cavalcanti,Rolling machine setter,Hit or Miss,2012 McLaren MP4-12C,77.4,183,69.919-817
Alex,Alves,Rolling machine setter,Home Centers,2005 Isuzu Axiom,103.3,174,
Thais,Goncalves,Rolling machine tender,John Plain,2015 Kia Forte,98.4,166,
Clara,Oliveira,Rolling machine tender,Miller & Rhoads,2010 Luxgen Luxgen7,79.4,169,
Evelyn,Barros,Roof bolter,Superior Appraisals,2000 Lotus Elise,61.7,162,
Luiza,Carvalho,Roofer,Karl's Shoes,1998 Audi AD,58.4,163,
Thais,Rodrigues,Roofer,Prestigabiz,1998 De Tomaso Guara,71.1,168,
Bruna,Ferreira,Roofer,Rolling Thunder,2002 GMC Autonomy,79.4,170,
Matilde,Azevedo,Rotary drill operator,Irving's Sporting Goods,2002 Nissan Avenir,60.9,167,
Manuela,Ferreira,Rotary drill operator,Leath Furniture,2010 Lexus LX,51.8,167,
Beatrice,Pereira,Rough carpenter,Expo Superstore,2011 Daihatsu Cuore,74.9,163,
Paulo,Cunha,Route driver,L.L. Berger,2003 Nissan Altima,65,172,
Antonio,Pereira,Route driver,Tam's Stationers,1999 Hyundai Lantra,94.5,174,
Clara,Pinto,Rural mail carrier,Choices,2008 Daewoo Matiz,57.2,161,
Rafael,Melo,Safe repairer,ABCO Foods,2006 Rover Streetwise,66.1,176,
Clara,Sousa,Safe repairer,Dun Rite Lawn Care,1999 Honda Life,74.3,163,
Igor,Santos,Safe repairer,Elek-Tek,1993 Mazda 121,105.8,181,
Emilly,Costa,Safe repairer,Idea Infinity,1993 BMW 5.8,52.8,167,
Matilde,Fernandes,Safe repairer,Life's Gold,2007 Acura RL,75.7,168,
Aline,Cardoso,Safe repairer,Rich and Happy,1993 BMW 518,89.9,173,
Diogo,Lima,Safety engineer,d.e.m.o.,1992 Jensen Interceptor,79.5,181,
Lucas,Barros,Safety engineer,Magna Consulting,2010 Fiat Bravo,99.6,175,
Luana,Alves,Safety engineer,Spaceage Stereo,2006 Fiat Doblo,59.9,173,
Rebeca,Souza,Safety inspector,Consumers Food and Drug,2001 Nissan GT-R,79,164,
Aline,Almeida,Safety inspector,House Works,2007 Maybach 62,62.1,171,
Murilo,Azevedo,Safety specialist,Big Apple,2015 Ford F-150,77.8,176,
Vitor,Cunha,Safety technician,"Warehouse Club, Inc.",2006 Peugeot 407,108.7,174,
Douglas,Rocha,Sailor,Turtle's Records & Tapes,2015 BMW X6,104.1,186,
Beatrice,Pinto,Sales engineer,Kiddie City,2008 Porsche Cayenne,51.6,169,
Samuel,Martins,Sales engineer,Naturohair,2001 Toyota Solara,78.5,188,
Fabio,Lima,Sales manager,Adaptabiz,2006 Morgan Aero 8,102.9,187,
Gabrielle,Cardoso,Sales manager,Kragen Auto Parts,1997 Subaru Justy,75.2,159,
Emily,Cardoso,Sales manager,Mervyn's,2000 Smart Roadster,50,158,
Laura,Rocha,Sales manager,Mr. AG's,1994 Mazda 626,103.8,157,
Douglas,Dias,Sales worker,Quality Merchant Services,1997 Oldsmobile Bravada,88,174,
Paulo,Ribeiro,Sampler,Crown Auto Parts,2009 Opel Zafira,85.6,166,
Camila,Souza,Sampler,Road Runner Lawn Services,1995 Volvo 960,94.8,161,
Gabriel,Barros,Sampler,Wellby,2004 Mercedes-Benz ML,68.5,168,
Fernanda,Sousa,Sauce cook,Listen Up,2005 Saab 9-7X,57,169,
Isabelle,Pinto,Sauce cook,Matrix Design,1998 Bentley Azure,92.1,171,
Julieta,Correia,Sawing machine operator,Atlas Realty,2001 Honda City,103.2,164,
Matilde,Souza,Scaler,Sun Television and Appliances,2006 Honda Insight,100.1,172,
Jalio,Gomes,Scanner operator,Pender's Food Stores,2003 Opel Omega,102.9,167,
Manuela,Santos,Scheduling clerk,Harvest Foods,2008 Mercury Mariner,76.3,166,
Thais,Almeida,Scheduling clerk,Schaak Electronics,2012 Lexus HS,68.8,159,
Igor,Correia,Scheduling clerk,Source Club,1999 Proton Persona,71.9,171,
Ana,Almeida,School and college counselor,Erol's,2014 GMC Acadia,98.4,163,
Gabriela,Alves,School bus driver,Big D Supermarkets,1992 Opel Astra,84.3,175,
Joao,Pinto,School psychologist,Child World,2007 BMW M,80.2,175,
Igor,Silva,School psychologist,Krauses Sofa Factory,2004 Acura CL,105.9,188,
Jalio,Carvalho,School psychologist,Las Vegas Yard Management,2006 Kia Pregio,77.5,170,
Fernanda,Cardoso,School social worker,Sure Save,1994 Nissan Terrano II,92.3,163,
Gabriela,Almeida,School superintendent,Simply Save,2003 Daewoo Kalos,61.7,153,
Vitoria,Ferreira,School teacher,Mr. Good Buys,1992 Honda Integra,89.8,168,
Rebeca,Alves,Science writer,Lee Wards,2006 Mercedes-Benz Viano,47.4,160,
Isabela,Rodrigues,Scientific illustrator,Sew-Fro Fabrics,1993 Toyota Cressida,53.4,163,
Vitoria,Ferreira,Scientific photographer,Gas Depot,1998 Rover 420,50,154,
Kaua,Pinto,Scientific photographer,Home Quarters Warehouse,1998 Ford Thunderbird,87.7,180,
Luan,Ribeiro,Screen printing machine operator,York Steak House,2002 Buick Park Avenue,92.3,167,
Nicolash,Fernandes,Scrub,Integra Design,2005 Morgan 4,97.4,170,
Paulo,Goncalves,Scrub,J. B. Van Sciver,2012 Honda Jazz,67.2,162,
Lavinia,Almeida,Sculptor,David Weis,2011 Brilliance BS6,53.4,165,
Emilly,Almeida,Sculptor,Price Club,2009 Daewoo Rezzo,94.9,168,30.620-220
Tomas,Araujo,Secondary school teacher,Back To Basics Chiropractic Clinic,2003 Toyota RAV4,87,173,
Kai,Costa,Secret Service agent,Target Realty,2009 Holden Colorado,88.4,175,
Leonor,Rocha,Secretarial assistant,Warshal's,2010 Mini Cooper,99.8,174,
Yasmin,Fernandes,Secretary,Asian Junction,1996 Pontiac Bonneville,86.5,167,
Douglas,Silva,"Securities, commodities, and financial services sales agent",Balanced Fortune,2007 Ferrari F430,65.9,182,
Renan,Carvalho,Security guard,Grey Fade,2012 Chevrolet Aveo,101.5,184,
Ana,Castro,Security guard,K&G Distributors,2006 Cadillac CTS,60.5,154,
Ryan,Souza,Security officer,The Fox and Hound ,1999 Westfield ZEI,92.2,174,
Isabelle,Pinto,Segmental paver,Choices,2012 Fiat Sedici,67.4,158,
Amanda,Fernandes,Segmental paver,Solution Answers,2014 Ford Explorer,83.4,173,
Kai,Castro,Seismologist,Wealth Zone Group,2015 Ford Explorer,107.5,179,
Giovana,Costa,Self enrichment teacher,Merry-Go-Round,1998 Subaru Pleo,63.6,161,
Estevan,Sousa,Self enrichment teacher,Sunny's Surplus,2006 Mitsubishi Space Star,101.5,189,
Leticia,Cavalcanti,Semiconductor assembler,L' Fish,2003 Seat Inca Kombi,64.7,172,
Guilherme,Dias,Semiconductor processing technician,Cougar Investment,2002 Kia Optima,68.2,184,
Giovana,Ferreira,Semiconductor processor,Circuit Design,1998 TVR Speed 12,93.5,162,03.685-070
Nicolash,Melo,Senior reactor operator,Food Mart,2008 Suzuki Alto,81.4,172,
Arthur,Sousa,Senior reactor operator,Glicks Furniture,1999 BMW 750,97.9,187,
Mariana,Cavalcanti,Senior reactor operator,Griff's Hamburgers,2008 Chrysler Grand Voyager,85.9,172,
Alex,Melo,Septic tank servicer,Bell Markets,2006 Pontiac Vibe,95.1,171,
Igor,Santos,Service station attendant,Omni Source,2006 Toyota Previa,90.7,177,
Nicole,Lima,Service station attendant,Rustler Steak House,2001 Daihatsu Altis,70.3,169,
Carla,Araujo,Service station attendant,The Polka Dot Bear Tavern,1992 Rover 620i,51.9,163,
Rafael,Goncalves,Service unit operator,Gas Zone,1993 Peugeot 306,66.5,189,
Ryan,Dias,Service unit operator,Golden's Distributors,2005 Opel Frontera,85.3,181,
Caio,Lima,Set and exhibit designer,LaBelle's,2008 Tata Safari,60.2,169,
Fernanda,Rodrigues,Set and exhibit designer,P. Samuels Men's Clothiers,2004 Dodge Intrepid,95.9,168,
Livia,Azevedo,Set and exhibit designer,Warner Brothers Studio Store,2002 Infiniti G35,98.7,161,
Isabela,Azevedo,Sewage treatment plant operator,Peter Reeves,1992 Mercedes-Benz G,78.9,158,
Breno,Rocha,Sewer pipe cleaner,Helping Hand,2010 Audi Q7,67.5,170,
Vitoria,Correia,Sewing machine operator,John F. Lawhon,2012 Maybach 57,98.2,164,
Kai,Costa,Shaper,La Petite Boulangerie,2015 Bentley Continental GT,109.8,168,
Miguel,Ferreira,Shaper,Robert Hall,2003 Bentley Continental,79.9,184,
Emilly,Carvalho,Sheet metal worker,Office Warehouse,2006 Suzuki Verona,59.6,172,
Leonardo,Oliveira,Sheriff,Destiny Realty,1995 Beijing BJ 2020,62.4,163,
Fernanda,Barbosa,Shipping clerk,Monk Home Loans,2014 BMW M6 Gran Coupe,84.6,174,
Rafael,Cardoso,Shipping clerk,The Goose and Duck,2003 Nissan Cima,86.3,182,
Clara,Correia,Shipping clerk,Today's Man,1993 Ford Focus,64.4,155,
Otavio,Martins,"Shipping, receiving, and traffic clerk",Target Realty,2014 Infiniti QX60,66.1,172,
Paulo,Azevedo,Shipping-and-receiving supervisor,Multi-Systems Merchant Services,2009 Chevrolet Traverse,65.9,179,
Vitor,Ferreira,Shipping-and-receiving supervisor,Pro Yard Services,2010 Ferrari 612 Scaglietti,83.2,180,
Caio,Cavalcanti,Shipping-and-receiving supervisor,Skaggs-Alpha Beta,2015 Audi TT,66.5,184,
Eduardo,Costa,Shoe and leather repairer,Harold's,2002 Eagle Vision,111.3,184,32.370-420
Diogo,Barbosa,Shoe and leather worker,Afforda,1999 Ford Telstar,62.6,187,
